,id,question,options,answer,solution,level,subject,image,model_answer,extraction,match
2819,2820,We define the $\emph{weight}$ of a path to be the sum of the numbers written on each edge of the path. Find the minimum weight among all paths in the graph below that visit each vertex precisely once. \n<image1>,[],65,"Very easy casework shows that up to rotation and reflection, there are three types of paths in\n        total, of the following forms: Among all paths of the first kind, the one with the minimal weight has weight\n        16 + 11 + 17 + 14 + 3 + 19 + 3 + 9 + min{4 - max{16, 11}, 2 - max{17, 14}, . . . }\n        which is 77 by inspection. Among all paths of the second kind, the one with the minimal weight has weight\nmin{9 + 3 + 19 + 3 + 4 + 2 + min{16 + 17, 11 + 14}, 3 + 9 + 16 + 11 + 8 + 2 + min{19 + 14, 3 + 17}, . . . }\nwhich is 65 by inspection. Among all paths of the third kind, the one with the minimal weight has weight\nmin{3 + 9 + 8 + 4 + 14 + 17 + min{3 + 16, 19 + 11}, 16 + 11 + 4 + 2 + 3 + 19 + min{9 + 14, 3 + 17}}\nwhich is 74 by inspection. Thus, the minimum weight spanning path has weight 65 .",5,graph theory,images/2820.jpg,"Step 1: Analyze the graph and find all possible paths that visit each vertex exactly once.
Step 2: Calculate the weight of each path.
Step 3: Compare the weights of all paths and find the minimum weight.

Example calculation for one path:
Path: 3 -> 8 -> 2 -> 6 -> 14 -> 3 -> 9 -> 11 -> 18 -> 17
Weight: 3 + 8 + 2 + 6 + 14 + 3 + 9 + 11 + 18 + 17 = 87

Continue calculating other paths and compare the weights. Through careful calculation, the minimum weight is found to be 83.

†Answer: 83",Answer: 83,1
2820,2821,"Right isosceles triangle $T$ is placed in the first quadrant of the coordinate plane.  Suppose that the projection of $T$ onto the $x$-axis has length $6$, while the projection of $T$ onto the $y$-axis has length $8$.  What is the sum of all possible areas of the triangle $T$?\n<image1>",[],20,,4,analytic geometry,images/2821.jpg,"Step 1: The projection of the right-angled triangle T on the x-axis is 6, and on the y-axis is 8.
Step 2: The legs of the right-angled triangle are 6 and 8.
Step 3: Area = \frac{1}{2} \times 6 \times 8 = 24.
Step 4: The hypotenuse length is \sqrt{6^2 + 8^2} = \sqrt{36 + 64} = \sqrt{100} = 10.
Step 5: The triangle can be placed with the hypotenuse as the base, and the height is the perpendicular distance from the hypotenuse to the origin, which is 4.8 (calculated as \frac{6 \times 8}{10}).
Step 6: Area = \frac{1}{2} \times 10 \times 4.8 = 24.
Step 7: The total area is 24 + 24 = 48.
†Answer: 48",Answer: 48,1
2821,2822,"Ryan stands on the bottom-left square of a 2017 by 2017 grid of squares, where each square is colored either black, gray, or white according to the pattern as depicted to the right. Each second he moves either one square up, one square to the right, or both one up and to the right, selecting between these three options uniformly and independently. Noting that he begins on a black square, find the probability that Ryan is still on a black square after 2017 seconds.\n<image1>",[],$\frac{3^{1008}-1}{3^{1009}}$,"Index the grid by $x$ and $y$ coordinates, and consider the quantity $k=x+y$, such that a square $(x, y)$ is black iff 3 divides $k$. Then in each turn, $k$ increases by 1 with probability $2 / 3$ and by 2 with probability $1 / 3$. We can hence consider the generating function\n$$\nf(k)=\frac{\left(2 k+k^2\right)^{2017}}{3^{2017}},\n$$\nwhere we wish to find the sum of the coefficients of the terms with exponents a multiple of 3.\nDefine $\omega=\frac{-1+i \sqrt{3}}{2}$ and observe that computing $\frac{1}{3}\left(f(\omega)+f\left(\omega^2\right)+f(1)\right)$ will give us the desired answer. Then\n$$\n\begin{aligned}\n3^{2017}\left(f(\omega)+f\left(\omega^2\right)\right) & =(\omega-1)^{2017}+\left(\omega^2-1\right)^{2017} \\n& =3^{2017 / 2}\left(\left(e^{5 \pi i / 6}\right)^{2017}+\left(e^{-5 \pi i / 6}\right)^{2017}\right) \\n& =2 \cdot 3^{2017 / 2} \cdot \cos (5 \pi / 6) \\n& =-3^{1009} .\n\end{aligned}\n$$\n\nSince $f(1)=1$, it follows that the desired answer is\n$$\n\frac{1}{3}\left(-3^{-1008}+1\right)=\frac{1}{3}\left(1-\frac{1}{3^{1008}}\right)=\frac{3^{1008}-1}{3^{1009}}\n$$",5,algebra,images/2822.jpg,"Step 1: The grid is 2017×2017, and the pattern repeats every 2×2 squares.
Step 2: The probability of moving up, right, or diagonally is 1/3 each.
Step 3: After 2017 seconds, the total number of steps is 2017.
Step 4: The number of steps moving up and right must be equal, i.e., 1008 steps each.
Step 5: The number of ways to choose 1008 steps up out of 2017 steps is C(2017, 1008).
Step 6: The probability of each path is (1/3)^2017.
Step 7: The probability of being on a black square is C(2017, 1008) * (1/3)^2017.
†Answer: C(2017, 1008) \cdot (1/3)^{2017","Answer: C(2017, 1008) \cdot (1/3)^{2017",1
2822,2823,"The figure below depicts two congruent triangles with angle measures $40^\circ$, $50^\circ$, and $90^\circ$.  What is the measure of the obtuse angle $\alpha$ formed by the hypotenuses of these two triangles?\n<image1>",[],170,"The intersection of the two triangles is a convex quadrilateral with angle measures $90^{\circ}, 50^{\circ}, 50^{\circ}$, and $\alpha$, whence $\alpha=360^{\circ}-90^{\circ}-2 \cdot 50^{\circ}=170^{\circ}$.",5,metric geometry - length,images/2823.jpg,"Step 1: The sum of the interior angles of a triangle is 180°.
Step 2: The two acute angles of the triangle are 40° and 50°, so the third angle is 180° - 40° - 50° = 90°.
Step 3: Since the two triangles are congruent, the corresponding angles are equal.
Step 4: The obtuse angle α is formed by the hypotenuses of the two congruent triangles, so α = 180° - 90° = 130°.
†Answer: 130",Answer: 130,1
2823,2824,"On Misha's new phone, a passlock consists of six circles arranged in a $2\times 3$ rectangle. The lock is opened by a continuous path connecting the six circles; the path cannot pass through a circle  on the way between two others (e.g. the top left and right circles cannot be adjacent).  For example, the left path shown below is allowed but the right path is not.  (Paths are considered to be oriented, so that a path starting at $A$ and ending at $B$ is different from a path starting at $B$ and ending at $A$.  However, in the diagrams below, the paths are valid/invalid regardless of orientation.)  How many passlocks are there consisting of all six circles?\n<image1>",[],336,"Number the circles in the top row 1,2,3 and the circles in the bottom row 4,5,6. The condition is equivalent to finding the number of permutations of $(1,2,3,4,5,6)$ such that 1 and 3 are not adjacent and 4 and 6 are not adjacent.\n        We proceed using complementary counting and PIE. There are $6 !=720$ total permutations. The number of permutations with 1 and 3 next to each other is $5 ! \times 2=240$, and similarly the number of permutations with 4 and 6 next to each other is 240 . Finally, the number of permutations with both adjacencies is $4 ! \times 2^2=96$. It follows that the requested answer is\n        $$\n        720-(240+240-96)=336 \text {. }\n        $$",5,combinatorics,images/2824.jpg,"Step 1: The first circle can be chosen in 6 ways.
Step 2: The second circle can be chosen in 4 ways.
Step 3: The third circle can be chosen in 2 ways.
Step 4: The fourth circle can be chosen in 2 ways.
Step 5: The fifth circle can be chosen in 2 ways.
Step 6: The sixth circle can be chosen in 2 ways.
Step 7: The total number of ways is 6 × 4 × 2 × 2 × 2 × 2 = 384.
†Answer: 384",Answer: 384,1
2824,2825,"Adam has a circle of radius $1$ centered at the origin.\n\n- First, he draws $6$ segments from the origin to the boundary of the circle, which splits the upper (positive $y$) semicircle into $7$ equal pieces.\n\n- Next, starting from each point where a segment hit the circle, he draws an altitude to the $x$-axis.\n\n- Finally, starting from each point where an altitude hit the $x$-axis, he draws a segment directly away from the bottommost point of the circle $(0,-1)$, stopping when he reaches the boundary of the circle.\n\nWhat is the product of the lengths of all $18$ segments Adam drew?\n<image1>",[],$\frac{7^3}{2^{12} 13^2}$,"The 6 radii have unit length and so can be ignored. For $k=1,2, \ldots, 6$, let $\theta_k=\frac{\pi k}{7}$. Let $b_k$ and $g_k$ denote the lengths of the $k$ th blue and green segments from the right, respectively. Clearly $b_k=\sin \theta_k$. The distance from $(0,-1)$ to the foot of the $k$ th blue segment is $\sqrt{1+\cos ^2 \theta_k}$ by the Pythagorean theorem, so Power of a Point says that $g_k \sqrt{1+\cos ^2 \theta_k}=b_k^2$. It follows that the desired product $P$ is given by\n        $$\n        P=\prod_{k=1}^6 b_k g_k=\prod_{k=1}^6 \frac{\sin ^3 \theta_k}{\sqrt{1+\cos ^2 \theta_k}} .\n        $$\n        \n        Let $Q=\prod_{k=1}^6 \sin \theta_k$ and $R=\prod_{k=1}^6 \sqrt{1+\cos ^2 \theta_k}$.\n        To evaluate $Q$, we write\n        $$\n        Q=\prod_{k=1}^3 \sin ^2 \theta_k=\prod_{k=1}^3 \frac{1-\cos 2 \theta_k}{2}=\frac{1}{2^6} \prod_{k=1}^3\left(2-2 \cos 2 \theta_k\right) .\n        $$\n        \n        Let $A(x)$ be the monic cubic polynomial with roots $2 \cos 2 \theta_k$ for $k=1,2,3$, so that $Q=\frac{A(2)}{2^t}$.\n        To evaluate $R$, we write $\cos ^2 \theta_k=\frac{1+\cos 2 \theta_k}{2}$ so we have\n        $$\n        R=\prod_{k=1}^6 \sqrt{1+\cos ^2 \theta_k}=\prod_{k=1}^3\left(1+\cos ^2 \theta_k\right)=\prod_{k=1}^3 \frac{3+\cos 2 \theta_k}{2}=\frac{1}{2^6} \prod_{k=1}^3\left(6+2 \cos 2 \theta_k\right)\n        $$\n        so $R=-\frac{A(-6)}{2^6}$. We conclude that\n        $$\n        P=\frac{Q^3}{R}=-\frac{A(2)^3}{2^{12} A(-6)}\n        $$\n        \n        It remains to compute the polynomial $A$. Observe that $A$ is the minimal polynomial of $\zeta+\zeta^{-1}$, where $\zeta=e^{2 i \theta_1}$. The minimal polynomial of $\zeta$ is $x^6+x^5+\cdots+1$. Substituting $y=x+x^{-1}$, this becomes $x^3\left(y^3+y^2-2 y-1\right)$, so $A(y)=y^3+y^2-2 y-1$. We now evaluate $A(2)=7$ and $A(-6)=-169$ and so obtain the desired answer.",5,metric geometry - length,images/2825.jpg,"Step 1: The six segments from the origin to the boundary of the circle divide the upper semicircle into 7 equal pieces.  The angles between these segments are $\frac{\pi}{7}$ radians.

Step 2: The lengths of the segments from the origin to the boundary are all 1 (the radius of the circle).

Step 3: The altitudes from the points on the circle to the x-axis have lengths $\cos(\frac{k\pi}{7})$ for $k=1,2,3,4,5,6$.

Step 4: The segments from the x-axis to the boundary of the circle have lengths $\frac{\cos(\frac{k\pi}{7})}{\sin(\frac{k\pi}{7})} = \cot(\frac{k\pi}{7})$ for $k=1,2,3,4,5,6$.

Step 5: The product of the lengths of all 18 segments is:
$$(1)^6 \cdot \left(\cos(\frac{\pi}{7})\cos(\frac{2\pi}{7})\cos(\frac{3\pi}{7})\cos(\frac{4\pi}{7})\cos(\frac{5\pi}{7})\cos(\frac{6\pi}{7})\right) \cdot \left(\cot(\frac{\pi}{7})\cot(\frac{2\pi}{7})\cot(\frac{3\pi}{7})\cot(\frac{4\pi}{7})\cot(\frac{5\pi}{7})\cot(\frac{6\pi}{7})\right)$$

Step 6: Using trigonometric identities and properties of roots of unity, we simplify the product to 1.

†Answer: 1",Answer: 1,1
2825,2826,"Four semicircles of radius $1$ are placed in a square, as shown below. The diameters of these semicircles lie on the sides of the square and each semicircle touches a vertex of the square. Find the absolute difference between the shaded area and the ""hatched"" area.\n<image1>",[],$4-2 \sqrt{3}$,"Divide the square into four rectangles and a smaller square as shown. By symmetry, the light and dark regions in each rectangle have the same area, so the only remaining difference is the square in the middle.\n        We can see the rectangles have short side 1 and diagonal 2 , so the long side must be $\sqrt{3}$. Thus the side length of the small square is $\sqrt{3}-1$, so its area is $4-2 \sqrt{3}$.",5,metric geometry - area,images/2826.jpg,"Step 1: The side length of the square is 2, so the area of the square is 2^2 = 4.
Step 2: The area of each semicircle is (1/2)π(1^2) = π/2.
Step 3: The total area of the four semicircles is 4 * (π/2) = 2π.
Step 4: The area of the shaded part is the area of the square minus the total area of the four semicircles, which is 4 - 2π.
Step 5: The area of the hatched part is the total area of the four semicircles minus the area of the square, which is 2π - 4.
Step 6: The absolute difference between the shaded area and the hatched area is |(4 - 2π) - (2π - 4)| = |4 - 2π - 2π + 4| = |8 - 4π|.
†Answer: 8-4\pi",Answer: 8-4\pi,1
2826,2827,"A regular dodecahedron is a figure with $12$ identical pentagons for each of its faces. Let x be the number of ways to color the faces of the dodecahedron with $12$ different colors, where two colorings are identical if one can be rotated to obtain the other. Compute $\frac{x}{12!}$.\n<image1>",[],$\frac{1}{60}$,"First, we fix one color for the top of the figure. Then, there are 11 possible choices for the color of the face directly opposite the top. Since there are 10 remaining faces, we can color them a total of 10! possible ways. However, since the figure can be rotated about the vertical axis five times to obtain 5 different orientations, we must divide by 5 to prevent overcounting. Hence, the desired answer is\n$$\n\frac{x}{12 !}=\frac{11 * 10 ! / 5}{12 !}=\frac{12 * 11 * 10 !}{12 * 5 * 12 !}=\frac{1}{60}\n$$",5,combinatorics,images/2827.jpg,"Step 1: The number of ways to color the 12 faces of the dodecahedron with 12 different colors is 12!.
Step 2: The dodecahedron has 12 rotational symmetries.
Step 3: According to the formula, the number of distinct colorings is x = \frac{12!}{12}.
Step 4: \frac{12!}{12} = 11!.
Step 5: \frac{11!}{12!} = \frac{1}{12}.
†Answer: \frac{1",Answer: \frac{1,1
2827,2828,"$7$ congruent squares are arranged into a 'C,' as shown below. If the perimeter and area of the 'C' are equal (ignoring units), compute the (nonzero) side length of the squares.\n<image1>",[],$\boxed{\frac{16}{7}}$,"Let the side length of each of the squares be $x.$\nThen, we can easily find that the perimeter of the figure is $16x$ and the area is $7x^2,$ so\n$$\n\begin{align*}\n16x=7x^2 &\implies 16=7x \\n&\implies x = \boxed{\frac{16}{7}}.\n\end{align*}\n$$",5,metric geometry - length,images/2828.jpg,"Step 1: Let the side length of the square be x.
Step 2: The perimeter of the figure is 12x.
Step 3: The area of the figure is 7x^2.
Step 4: According to the problem, the perimeter and area are equal, so 12x = 7x^2.
Step 5: 7x^2 - 12x = 0.
Step 6: x(7x - 12) = 0.
Step 7: x = 0 or x = \frac{12}{7}.
Step 8: Since x ≠ 0, x = \frac{12}{7}.
†Answer: \frac{12",Answer: \frac{12,1
2828,2829,The following diagram uses $126$ sticks of length $1$ to form a “triangulated hollow hexagon” with inner side length $2$ and outer side length $4$. How many sticks would be needed for a triangulated hollow hexagon with inner side length $20$ and outer side length $23$?\n<image1>,[],1290,,5,algebra,images/2829.jpg,"Step 1: The number of sticks required for a hollow hexagon is given by the formula 6×(outer side length + inner side length - 1).
Step 2: For the given inner side length 20 and outer side length 23, the number of sticks required is 6×(23 + 20 - 1).
Step 3: 6×(42) = 252.
†Answer: 252",Answer: 252,1
2829,2830,"Let $A, B, C$, and $D$ be equally spaced points on a circle $O$. $13$ circles of equal radius lie inside $O$ in the configuration below, where all centers lie on $\overline{AC}$ or $\overline{BD}$, adjacent circles are externally tangent, and the outer circles are internally tangent to $O$. Find the ratio of the area of the region inside $O$ but outside the smaller circles to the total area of the smaller circles.\n<image1>",[],rac{36}{13},"If R is the radius of a great circle,and r-the radius of a one smaller circle,then we have that: R=7r=> the area of a great circle is πR^2=49πr^2, and the area of all the 13 circles is 13πr^2=> area of region is 36πr^2=>36/13 is the answer.",5,metric geometry - area,images/2830.jpg,"Step 1: Let the radius of the small circles be 1.
Step 2: The radius of the large circle is 6.
Step 3: The area of the large circle is π × 6^2 = 36π.
Step 4: The area of each small circle is π × 1^2 = π.
Step 5: The total area of the 13 small circles is 13π.
Step 6: The area of the region inside the large circle but outside the small circles is 36π - 13π = 23π.
Step 7: The ratio of the area of the region inside the large circle but outside the small circles to the total area of the small circles is 23π / 13π = 23/13.
†Answer: \frac{23",Answer: \frac{23,1
2830,2831,"Triangle $T$ has side lengths $1$, $2$, and $\sqrt{7}$. It turns out that one can arrange three copies of triangle $T$ to form two equilateral triangles, one inside the other, as shown below. Compute the ratio of the area of the outer equilaterial triangle to the area of the inner equilateral triangle.\n<image1>",[],7,Area of large triangle is $\frac{7 \sqrt{3}}{4}$\nArea of small triangle is $\frac{\sqrt{3}}{4}$.\nTherefore ratio is $7:1$.,5,metric geometry - area,images/2831.jpg,"Step 1: Let the side length of the inner equilateral triangle be $a$, then the side length of the outer equilateral triangle is $a + \sqrt{3}a = (1 + \sqrt{3})a$.
Step 2: The area of an equilateral triangle is given by $\frac{\sqrt{3}}{4} \times \text{side length}^2$.
Step 3: The area of the inner equilateral triangle is $\frac{\sqrt{3}}{4} \times a^2$.
Step 4: The area of the outer equilateral triangle is $\frac{\sqrt{3}}{4} \times ((1 + \sqrt{3})a)^2$.
Step 5: $\frac{\sqrt{3}}{4} \times ((1 + \sqrt{3})a)^2 = \frac{\sqrt{3}}{4} \times (1 + 2\sqrt{3} + 3)a^2 = \frac{\sqrt{3}}{4} \times (4 + 2\sqrt{3})a^2 = (1 + \frac{\sqrt{3}}{2})\frac{\sqrt{3}}{4}a^2$.
Step 6: The ratio of the area of the outer equilateral triangle to the area of the inner equilateral triangle is $\frac{(1 + \frac{\sqrt{3}}{2})\frac{\sqrt{3}}{4}a^2}{\frac{\sqrt{3}}{4}a^2} = 1 + \frac{\sqrt{3}}{2}$.
Step 7: $1 + \frac{\sqrt{3}}{2} \approx 1 + 0.866 = 1.866$.
†Answer: 1 + \frac{\sqrt{3",Answer: 1 + \frac{\sqrt{3,1
2831,2832,"Let $T$ be $7$. The diagram below features two concentric circles of radius $1$ and $T$ (not necessarily to scale). Four equally spaced points are chosen on the smaller circle, and rays are drawn from these points to the larger circle such that all of the rays are tangent to the smaller circle and no two rays intersect. If the area of the shaded region can be expressed as $k\pi$ for some integer $k$, find $k$.\n<image1>",[],12,$\frac{\pi \cdot 7^2 - \pi}{4} = 12 \pi$\n$k = 12$,5,metric geometry - area,images/2832.jpg,"Step 1: The radius of the smaller circle is 1, and the radius of the larger circle is 7.
Step 2: The area of the smaller circle is π * 1^2 = π.
Step 3: The area of the larger circle is π * 7^2 = 49π.
Step 4: The area of the annulus is the area of the larger circle minus the area of the smaller circle, which is 49π - π = 48π.
Step 5: The four rays divide the annulus into four equal parts, so the area of each part is 48π / 4 = 12π.
Step 6: The shaded area is the area of one part, which is 12π.
†Answer: 12",Answer: 12,0
2832,2833,"Let $T$ be $12$. $T^2$ congruent squares are arranged in the configuration below (shown for $T = 3$), where the squares are tilted in alternating fashion such that they form congruent rhombuses between them. If all of the rhombuses have long diagonal twice the length of their short diagonal, compute the ratio of the total area of all of the rhombuses to the total area of all of the squares. (Hint: Rather than waiting for $T$, consider small cases and try to find a general formula in terms of $T$, such a formula does exist.)\n<image1>",[],$\boxed{\frac{121}{180}}$,,5,algebra,images/2833.jpg,"Step 1: Let the side length of the square be 1, then the area of the square is 1.
Step 2: When T=2, the total area of the rhombuses is 2.
Step 3: When T=3, the total area of the rhombuses is 8.
Step 4: When T=4, the total area of the rhombuses is 18.
Step 5: When T=5, the total area of the rhombuses is 32.
Step 6: When T=6, the total area of the rhombuses is 50.
Step 7: From the above data, we can derive the formula for the total area of the rhombuses as 2(T-1)^2.
Step 8: The total area of the squares is T^2.
Step 9: The ratio of the total area of the rhombuses to the total area of the squares is \dfrac{2(T-1)^2}{T^2}.
Step 10: Substitute T=12, the ratio is \dfrac{2(12-1)^2}{12^2} = \dfrac{2 \times 121}{144} = \dfrac{242}{144} = \dfrac{121}{72}.
†Answer: \dfrac{121",Answer: \dfrac{121,0
2833,2834,"Rays $r_1$ and $r_2$ share a common endpoint. Three squares have sides on one of the rays and vertices on the other, as shown in the diagram. If the side lengths of the smallest two squares are $20$ and $22$, find the side length of the largest square.\n<image1>",[],24.2,"Consider the triangle above the first square. It has a short side of $2$ and a long side of $20$. By similar triangles, this gives us that the distance from the common endpoint to the bottom left corner of the first square is $200$. By adding $20$ and $22$, the distance from the common endpoint to the bottom left corner of the third square is $242$. Using the same ratio as above, the side length of the square is $24.2$.",5,metric geometry - length,images/2834.jpg,"Step 1: Let the side length of the largest square be x.
Step 2: According to the problem, the side lengths of the squares form a geometric sequence.
Step 3: The side lengths of the smallest two squares are 20 and 22, so the common ratio is \(\frac{22}{20} = \frac{11}{10}\).
Step 4: The side length of the largest square is \(x = 22 \times \frac{11}{10}\).
Step 5: \(x = 22 \times 1.1 = 24.2\).
†Answer: 24.2",Answer: 24.2,0
2834,2835,"Blahaj has two rays with a common endpoint A0 that form an angle of $1^o$. They construct a sequence of points $A_0$, $. . . $, $A_n$ such that for all $1 \le i \le n$, $|A_{i-1}A_i | = 1$, and $|A_iA_0| > |A_{i-1}A_0|$. Find the largest possible value of $n$.\n<image1>",[],90,"Starting with the second, each new line segment encloses a new isosceles triangle. A simple angle chase yields successive base angles of $1^{\circ}, 2^{\circ}, 3^{\circ}$, and so on in each of these triangles. We can go as far as a base angle of $89^{\circ}$, as trying to go further will cause us to repeat points, which does not increase distance from $A_0$. The 89th triangle appears when the 90 th segment does, meaning the maximal $n$ is 90 .",5,transformation geometry,images/2835.jpg,"Step 1: According to the problem, the angle between the two rays is 1°.
Step 2: Each time a new point is added, the angle increases by 1°.
Step 3: The maximum number of points that can be added is when the angle reaches 90°.
Step 4: 90° / 1° = 90.
Step 5: Since the initial point is A0, the total number of points is 90 + 1 = 91.
†Answer: 91",Answer: 91,1
2835,2836,"Suppose Annie the Ant is walking on a regular icosahedron (as shown). She starts on point $A$ and will randomly create a path to go to point $Z$ which is the point directly opposite to $A$. Every move she makes never moves further from Z, and she has equal probability to go down every valid move. What is the expected number of moves she can make?\n<image1>",[],6,"Lets categorize the vertices into 4 levels, defined by distance to $A$. Due to the condition that she never moves further from Z, she can never go to a higher level, so she must stay on her level or progress to a lower level. At the first level, she can only make a move to level two, which is 1 move. At level two, she always has 4 moves she can make, 2 of them move down. At level three, she always has 3 moves she can make, 1 of which moves down.\nLet $E_n$ be the expected number of moves to move from level $n$ to $n+1$. We have $E_n=1$,\n$$\nE_2=\frac{1}{2} \cdot 1+\frac{1}{2} \cdot\left(E_2+1\right) \text { and } E_3=\frac{1}{3} \cdot 1+\frac{2}{3} \cdot\left(E_3\n1\right)\n$$\n\nThis solves to $E_2=2, E_3=3$. The final expected value is, by linearity of expected value, 6 .",3,solid geometry,images/2836.jpg,"Step 1: Let E be the expected number of moves from point A to point Z.
Step 2: From point A, Annie can move to 5 adjacent vertices, each with a probability of 1/5.
Step 3: From each of these 5 vertices, Annie can move to 4 adjacent vertices, including the vertex opposite to Z, which is Z itself. The probability of moving to Z is 1/4, and the probability of moving to other vertices is 3/4.
Step 4: Let E' be the expected number of moves from any vertex that is not Z. Then E' = 1 + (1/4)E.
Step 5: From the 5 vertices adjacent to A, each has an equal probability of 1/5 to move to Z, so the probability of moving to Z is 1/5, and the probability of moving to other vertices is 4/5.
Step 6: E = 1 + (1/5) * 0 + (4/5)E'.
Step 7: E = 1 + (4/5)(1 + (1/4)E).
Step 8: E = 1 + (4/5) + (1/5)E.
Step 9: E - (1/5)E = 1 + (4/5).
Step 10: (4/5)E = 9/5.
Step 11: E = 9/4.
†Answer: \frac{9",Answer: \frac{9,1
2836,2837,"Quadrilateral $ABCD$ (with $A, B, C$ not collinear and $A, D, C$ not collinear) has $AB = 4$, $BC = 7$, $CD = 10$, and $DA = 5$. Compute the number of possible integer lengths $AC$.\n<image1>",[],5,"By the Triangle Inequality on $\triangle{ABC},$ we have$$4\leq AC\leq10.$$\nBy the Triangle Inequality on $\triangle{ADC},$ we have$$6\leq AC\leq14.$$\nTaking the intersection of these, we get$$6\leq AC\leq10,$$so there are$$10-6+1=\boxed{5}$$possible integer lengths $AC.$",5,metric geometry - length,images/2837.jpg,"Step 1: In △ABC, according to the triangle inequality theorem, the sum of any two sides is greater than the third side, and the difference of any two sides is less than the third side.
Step 2: 7 - 4 < AC < 7 + 4, i.e., 3 < AC < 11.
Step 3: In △ACD, according to the triangle inequality theorem, the sum of any two sides is greater than the third side, and the difference of any two sides is less than the third side.
Step 4: 10 - 5 < AC < 10 + 5, i.e., 5 < AC < 15.
Step 5: Combining the two inequalities, we get 5 < AC < 11.
Step 6: The integer values of AC are 6, 7, 8, 9, 10, totaling 5.
†Answer: 5",Answer: 5,0
2837,2838,"Let $T$ be the answer from the previous part. $2T$ congruent isosceles triangles with base length $b$ and leg length $\ell$ are arranged to form a parallelogram as shown below (not necessarily the correct number of triangles). If the total length of all drawn line segments (not double counting overlapping sides) is exactly three times the perimeter of the parallelogram, find $\frac{\ell}{b}$.\n<image1>",[],4,"Note that the sum of the lengths of all the segments is$$11\ell+10b,$$and the perimeter is$$2\ell+10b,$$so we have\n$$\n\begin{align*}\n11\ell+10b=3(2\ell+10b) &\implies 11\ell+10b=6\ell+30b \\n&\implies 5\ell=20b \\n&\implies \ell=4b \\n&\implies \frac{\ell}{b}=\boxed{4}.\n\end{align*}\n$$",5,metric geometry - length,images/2838.jpg,"Step 1: The perimeter of the parallelogram is $2b + 2\ell$.
Step 2: The total length of all drawn line segments is $6(2\ell + b)$.
Step 3: According to the problem, the total length of all drawn line segments is three times the perimeter of the parallelogram, so we have the equation $6(2\ell + b) = 3(2b + 2\ell)$.
Step 4: Simplifying the equation, we get $12\ell + 6b = 6b + 6\ell$.
Step 5: Subtracting $6b$ and $6\ell$ from both sides, we get $6\ell = 0$.
Step 6: This implies that $\ell = 0$, which is not possible. There must be a mistake in the problem statement or the previous part's answer.  Let's re-examine the equation.  The total length of all drawn line segments is $6(2\ell + b)$. The perimeter of the parallelogram is $2(b + \ell)$.  The problem states that the total length of all drawn line segments is three times the perimeter. Therefore, $6(2\ell + b) = 3(2(b + \ell))$.
Step 7: Simplifying the equation, we get $12\ell + 6b = 6b + 6\ell$.
Step 8: Subtracting $6b$ and $6\ell$ from both sides, we get $6\ell = 0$, which is incorrect. Let's re-examine the problem statement. The total length of all drawn line segments is $6(2\ell + b)$. The perimeter of the parallelogram is $2(b + \ell)$. The problem states that the total length of all drawn line segments is three times the perimeter. Therefore, $6(2\ell + b) = 3(2(b + \ell))$.
Step 9: Simplifying the equation, we get $12\ell + 6b = 6b + 6\ell$.
Step 10: Subtracting $6b$ and $6\ell$ from both sides, we get $6\ell = 0$, which is incorrect. There is an error in the problem statement or the previous part's answer.  The correct equation should be $6(2\ell + b) = 3(2(b + \ell))$, which simplifies to $12\ell + 6b = 6b + 6\ell$, which simplifies to $6\ell = 0$, which is incorrect.  There must be a mistake in the problem statement.

†Answer: There is an error in the problem statement or the previous part's answer.",Answer: There is an error in the problem statement or the previous part's answer.,1
2838,2839,Let $T$ be the answer from the previous part. Rectangle $R$ has length $T$ times its width. $R$ is inscribed in a square $S$ such that the diagonals of $ S$ are parallel to the sides of $R$. What proportion of the area of $S$ is contained within $R$?\n<image1>,[],$\frac{8}{25}$,"Let the width of rectangle $R$ be $2x.$ Then, the length of rectangle $R$ is $8x.$\n\nIt follows that the side length of square $S$ is$$\sqrt{2}x+4\sqrt{2}x=5\sqrt{2}x,$$so the area of the square is$$50x^2.$$\nHence, the answer is$$\frac{16x^2}{50x^2} = \boxed{\frac{8}{25}}.$$",5,metric geometry - area,images/2839.jpg,"Step 1: Let the width of rectangle R be w, then its length is T*w.
Step 2: The area of rectangle R is w * T*w = T*w^2.
Step 3: The diagonal of the square S is the same as the diagonal of the rectangle R, which is \sqrt{(T*w)^2 + w^2} = \sqrt{T^2*w^2 + w^2} = w*\sqrt{T^2 + 1}.
Step 4: The side length of the square S is equal to the diagonal divided by \sqrt{2}, which is (w*\sqrt{T^2 + 1})/\sqrt{2} = w*\sqrt{(T^2 + 1)/2}.
Step 5: The area of the square S is (w*\sqrt{(T^2 + 1)/2})^2 = w^2 * (T^2 + 1)/2.
Step 6: The proportion of the area of rectangle R to the area of square S is (T*w^2) / (w^2 * (T^2 + 1)/2) = 2T / (T^2 + 1).
†Answer: \frac{2T",Answer: \frac{2T,1
